Sentiment,Customer Review,corpus
Positive,bagusssssss sekalaaaaaaaaaaaaa uuhuy.,bagus sekala uuhuy
Positive,"keren banget dengan harga yang murah banget dapet kualitas yg bagus ,pelayanan seller juga responsif",keren banget harga murah banget kualitas bagus layan seller responsif
Positive,"Cuakeeeep... maaf gapake poto.. barangnya oke, bahannya baguuusss??",cuakep maaf pakai foto barang oke bahan bagus
Positive,mantaaapppppp battt. rasa renyahhh.......hrg FS 30k... free ongkiiir pula.... luv...luv....luv...??,mantap banget renyahrg fs 30k free ongkir luvluvluv
Positive,"produk sesuai deskripsi, seller ramah & barang langsung dikirim",produk sesuai deskripsi seller ramah barang langsung kirim
Positive,Pengiriman cepat + aman banyak bubble wrap. Harga pun lebih murah daripada competitor. Mantap.,kirim cepat aman bubble wrap harga murah competitor mantap
Positive,Sudah sesuai dengan pesanan,sesuai pesan
Positive,Bagus�sesuatu ekspektasi ???? recommended seller,bagus ekspektasi recommended seller
Positive,"packing rapi, suka barang bagus bgt, semoga awet",packing rapi suka barang bagus banget moga awet
Positive,Cepat memproses pengiriman. Dipacking aman dan rapih.,cepat proses kirim bungkus aman rapi
Positive,Produk sesuai pesanan,produk sesuai pesan
Positive,"pelayanan cepat, langganan di toko ini.",layan cepat langgan toko
Positive,jos mantap udah saya tes Nya normal semua tinggal coba hasil suaranya aja moga suaranya juga tanpa kendala,hebat mantap tes nya normal tinggal coba hasil suara moga suara kendala
Positive,"Pembelian keranjang kargo kucing ke 3, ga pernah ga puas beli di sini, harga terbaik, seller fast response dan packing nya juara.. aman banget pake kardus segala.. badabest lah, dapet bonus pula",beli keranjang kargo kucing 3 puas beli harga seller fast response packing nya juara aman banget pakai kardus badabest bonus
Positive,"bahan, model dan warnanya bagus, respon penjual cepat, harga bersaing dengan kompetitor, kemasannya juga bagus",bahan model warna bagus respon jual cepat harga saing kompetitor kemas bagus
Positive,Packingnya rapi banget dan wrapnya tebal. Produk original. Dikasih bonus air diffuser. Thank you,packingnya rapi banget wrapnya tebal produk original kasih bonus air diffuser terima kasih
Positive,"Penjual responsif, gercep ada spidol ga nyata langsung dikirim. Thank u so muchh",jual responsif gerak cepat spidol nyata langsung kirim terima kasih sok muchh
Positive,terima kasih...brang bagus harga murah cepet lagi cod lagi...siip ????,terima kasihbrang bagus harga murah cepat cod lagisiip
Positive,"Barangnya bagus bgt. Kokoh, sisirnya jg ga tajem, tombol kliknya juga praktis",barang bagus banget kokoh sisir tajam tombol klik praktis
Positive,lansung coba..Positive bos,langsung cobapositive bos
Positive,"Pengalaman pertama beli kulkas secara online, alhamdulillah pengiriman dan pengemasan baik, produk diterima dng baik tanpa kerusakan, dan kualitas produk bagus. Harga lebih miring dibanding beli langsung ke toko.",alam beli kulkas online alhamdulillah kirim emas produk terima rusa kualitas produk bagus harga miring banding beli langsung toko
Positive,Beli disini puas banyak di lebihin. pngiriman cepat pokonya mantap ??,beli puas lebihin pngiriman cepat pokok mantap
Positive,produknya bagus. sesuai dengan harapan,produk bagus sesuai harap
Positive,mudah dipakainya,mudah pakai
Positive,"mantab, lilinya sesuai makasih ya",mantap lili sesuai terima kasih
Positive,"respon penjual nyaa baik.. dapet harga muraaaaaah, packingnya rapiiiii dan pengirimannya lumayan cepat lahh.. coklatnya enakkkkkk",respon jual nya harga murah packingnya rapi kirim lumayan cepat coklat enak
Positive,"Barang Original, sudah di cek keasliannya. Sudah di coba dan berfungsi dengan baik. Pengiriman menggunakan Pos Indonesia. Gilaaaa cepet nya ampun dah, gak ada obat. Beli Sabtu sampe Purwokerto hari Minggu. Gilaaaaa... 1 hari cooooy... wow diluar ekspetasi. Semua fitur berfungsi baik. Produk sesuai deskripsi. suaranya bagus dan jernih.",barang original cek asli coba fungsi kirim pos indonesia gila cepat nya ampun obat beli sabtu purwokerto minggu gila 1 coy ekspetasi fitur fungsi produk sesuai deskripsi suara bagus jernih
Positive,barang dah sampe suka banget sama barang nya kurir juga ramah ??,barang suka banget barang nya kurir ramah
Positive,"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",barang bagus cepat cianjur 2 haribest seller
Positive,"kain green screen nya datang sesuai deskripsi, walaupun kainnya agak tipis tp gpp masih bisa dipakai dengan baik",kain green screen nya sesuai deskripsi kain tipis pakai
Positive,"Tidak licin. Pembelian ke sekian. Bagus, warna sesuai gambar.",licin beli sekian bagus warna sesuai gambar
Positive,"semurah ini dan sebagus ini maaf ya telat baru ada kuota bajunya lagi dijemur,,,Ringan dipakai. Jahitannya rapi. Ukuran sesuai. Warnanya bagus ??. Bahan menyerap keringat. Tidak menerawang.",murah bagus maaf telat kuota baju dijemurringan pakai jahit rapi ukur sesuai warna bagus bahan serap keringat terawang
Positive,Semoga cepat awet barang sesuai,moga cepat awet barang sesuai
Positive,"Kainnya gk tipis, standar tebal batik biasa, adem , lembut, variant yg dikirim penjual , sesuai.",kain tipis standar tebal batik adem lembut variant kirim jual sesuai
Positive,suka banget sama strap maskernya??. lucu + bagus bangett. recommended bgt. bakalan jdi langganan sihhh,suka banget strap masker lucu bagus banget recommended banget langgan sih
Positive,"cepet bgt sampai, packing termat sangat aman dan TDK bocor, bubble wrap tebellll sekali, blm dicoba semoga bermanfaat dengan baik",cepat banget packing mat aman bocor bubble wrap tebel coba moga manfaat
Positive,barang sudah diterima dan berfungsi dengan baik. terima kasih,barang terima fungsi terima kasih
Positive,mantap..kinerjannya cepat..sangat responsif...recommended !..,mantapkinerjannya cepatsangat responsifrecommended
Positive,"Sesuai deskripsi & pesanan. Bahan lembut, nyaman dipakai. Sesuai harga.",sesuai deskripsi pesan bahan lembut nyaman pakai sesuai harga
Positive,"real pict, pengiriman cepat, pengemasan rapi . worth it lah hrga segitu. pasti next order",real gambar kirim cepat emas rapi worth it hrga next order
Positive,sesuai pesanan. kualitas ??,sesuai pesan kualitas
Positive,"Permukaan screen guard agak kasar. Tisu basah nya sdh kering, packing aman dan pengiriman cepat",muka screen guard kasar tisu basah nya kering packing aman kirim cepat
Positive,"Mantul banget response dan pelayanan Seller ini lho!! ????????Dalam kurun waktu 1 hari paketnya tiba di rumah, sepertinya tahu aja kalo emang ditungguin!!????",mantap banget response layan seller lo kurun 1 paket rumah tunggu
Positive,Tidak menerawang. Mudah dibentuk. Jahitan rapi. Bahannya adem. Nyaman dipakai. Modelnya cantik ??. Warnanya cantik ??.,terawang mudah bentuk jahit rapi bahan adem nyaman pakai model cantik warna cantik
Positive,"admin cekatan ,barang sampai tepat waktu ,paking rapi ,????????",admin cekat barang paking rapi
Positive,pengiriman cepat buku dalam kondisi baik,kirim cepat buku kondisi
Positive,barang sesuai dengan gambar. harga murah tapi kualitas ga murahan. pengiriman nya cepet. oke bgt deh puass,barang sesuai gambar harga murah kualitas murah kirim nya cepat oke banget deh puass
Positive,Gameny aman buat online offline. Anak saya suka banget mainnya. trims seller,gameny aman online offline anak suka banget main terima kasih seller
Positive,"overall keren. Paking aman, seller ramah n fast respond jga ??",overall keren paking aman seller ramah fast respond
Positive,"delivery: packing mantap, pengiriman cepat barang: build quality mantap, solid, responsif juga, kyknya beneran ori (rumble ada, amiibo ke-detect, klik home button auto on)",delivery packing mantap kirim cepat barang build quality mantap solid responsif orisinal rumble amiibo kedetect klik home button auto on
Positive,"Respon, delivery, packing mantul??barang sesuai, Thx.",respon delivery packing mantulbarang sesuai terima kasih
Positive,kelengkapan sesuai. Harganya bersaing. harus dimodif casingnya biar bisa masuk ke ps2 seri 50006,lengkap sesuai harga saing dimodif casingnya biar masuk ps2 seri 506
Positive,"bagus balon2nya merekat di dinding atap. seller responsif, langsung kirim sesuai pesanan, pagi pesen siang sampai bahkan pesanan ada yg dilebihin.",bagus balon2nya rekat dinding atap seller responsif langsung kirim sesuai pesan pagi pesan siang pesan dilebihin
Positive,"Jahitannya rapi. Warnanya cantik ??. Ukuran sesuai. ..semoga tetep amanah...sukses selalu,mksh",jahit rapi warna cantik ukur sesuai moga amanahsukses selalumksh
Positive,Terima kasih sudah dibookingkan di sini. Pengalamannya baik semua. Lancar dan dapat kamar bagus.,terima kasih dibookingkan alam lancar kamar bagus
Positive,"Tepat waktu, harga cukup bersahabat & masih dpt bonus jg",harga sahabat bonus
Positive,"Seller responsif, order diproses segera dan kirim, tiba tepat waktu. Bahan lap sangat baik menyerap air dan ukuran lap pas utk lap dapur. Terima kasih",seller responsif order proses kirim bahan lap serap air ukur lap pas lap dapur terima kasih
Positive,anak saya suka ??. Aman untuk si kecil!.,anak suka aman sih
Positive,"Beli ini krn Anak & Istri mau liburan di Jakarta, cari2 ketemu toko ini dengan harga yg masih ramah kantong, untuk pelayanan toko bagus & cepet, packaging nya juga rapih & aman banget, recomended seller. Untuk Difusser nya berfungsi dengan baik, untuk kualitas diffuser nya sendiri termasuk kokoh ya dengan harga segini, puas benget sih pas udah nyobain. Semoga bisa tahan lama difusser nya",beli anak istri libur jakarta cari cari ketemu toko harga ramah kantong layan toko bagus cepat packaging nya rapi aman banget recomended seller difusser nya fungsi kualitas diffuser nya masuk kokoh harga gin puas banget sih pas coba moga tahan difusser nya
Positive,"mantap, recommended seller",mantap recommended seller
Positive,Barang bagus banget asli dengan harga sgni dpt quality wireless microphone kek gni the best,barang bagus banget asli harga sgni quality wireless microphone kayak the best
Positive,"Gueeeercep pol! nanya2 di jam 9, jam 10 transaksi, jam 12 barang udah sampe dari tangerang ke sudirman. packing terbukti aman karena saat pengiriman terjadi hujan (instant courier), pas unboxing isi paket tetap kering! sukses terus gan! recsel!",guercep pol jam 9 jam 10 transaksi jam 12 barang tangerang sudirman packing bukti aman kirim hujan instan courier pas unboxing isi paket kering sukses juragan recsel
Positive,IMEI terdaftar di Kemenperin Barangnya original ?? Penjualnya ramahbanget Barangnya mulus Proses pesanan cepat Berfungsi dengan baik Packaging rapi Ada garansi iBox,imei daftar kemenperin barang original jual ramahbanget barang mulus proses pesan cepat fungsi packaging rapi garansi ibox
Positive,Awalnya saya kira belum dibuka untuk diisi freemcboot...tyt sudah dibuka tinggal tes di mesin :) thx,buka isi freemcboottyt buka tinggal tes mesin terima kasih
Positive,"produk original, packing aman jadi kardus engga penyok, mantabs lah",produk original packing aman kardus penyok mantap
Positive,"Herbal lengkap dengan harga oke, sudah langganan. Ini foto kalo sudah saya masak jadi tim ayam obat",herbal lengkap harga oke langgan foto masak tim ayam obat
Positive,Barang nya sesuai yang di foto dan ternyata kualitasnya jauh lebih baik di banding yang saya pikirkan,barang nya sesuai foto nyata kualitas banding pikir
Positive,"pengemasan barang baik, kondisi barang jg utuh tanpa cacat, berfungsi normal dan lancar, respon dan servis dari seler juga baik",emas barang kondisi barang utuh cacat fungsi normal lancar respon servis seler
Positive,pertama kali pesan wood pallet respon seller gercep lsg sampe dirmh ... awesome ?? next aku pesan lg ... Terimakasih kak ... recommended seller ????,kali pesan wood pallet respon seller gerak cepat langsung rumah awesome next pesan terima kasih kak recommended seller
Positive,barang sudah sampai??,barang
Positive,"Nyaman banget dipakai, Tetap bisa gerak maksimal, Kualitas bahan bagusBkn legging yg tipis. Mantaaap",nyaman banget pakai gerak maksimal kualitas bahan bagusbkn legging tipis mantap
Positive,paket AMAN....TQ gan,paket amantq juragan
Positive,"Overall semua oke, seller respon dan pengiriman. Tapi utk talinya kurang kuat, baru beberapa x pake sudah putus. Next agar dibagusin lg ya. Thx",overall oke seller respon kirim tali kuat x pakai putus next dibagusin terima kasih
Positive,"kiriman sdh sampai....proses n pengiriman cepat, barang bagus sesuai pesanan n packing rapih...terima kasih, kak",kirim sampaiproses kirim cepat barang bagus sesuai pesan packing rapihterima kasih kak
Positive,barang bagus dan pengiriman cepat,barang bagus kirim cepat
Positive,"Sudah sampai ya handuknya.Pengiriman cepat,Harga bersaing,Kualitas bagus,cocok buat Traveling atau buat ganti2.Warnanya sesuai yg diminta,cerah warnanya.proses cepat.Pengiriman pake antar aja bagus,ramah kurirnya.Terimakasih Seller,Toped dan Kurirnya ya...Salam Sehat dan Sukses yaa",handuknyapengiriman cepatharga bersaingkualitas baguscocok traveling ganti2warnanya sesuai dimintacerah warnanyaproses cepatpengiriman pakai bagusramah kurirnyaterimakasih sellertoped kurir allah sehat sukses
Positive,Suka produknya abbott indonesiaPackingan bagus,suka produk abbott indonesiapackingan bagus
Positive,Pengiriman Barang cepat dan sesuai spec barang,kirim barang cepat sesuai spec barang
Positive,"Suara yang dihasilkan jernih.kalau ditambahkan kit giga bass tambah glerr,ditambah lg preeamp mic 2 tr bisa buat karaoke",suara hasil jernihkalau kit giga bass glerrditambah preeamp mic 2 tr karaoke
Positive,Sesuai dengan deskripsi penjua. Sudah dites fungsi dan beberapa fiturnya dan berjalan dg baik. Kualitas Suara tidak mengecewakan. Harga yg cukup menarik itupun masih diberi bonus kecil. Recomend jd Best seller in toped!,sesuai deskripsi jua tes fungsi fiturnya jalan kualitas suara kecewa harga tarik bonus recomend best seller in toped
Positive,"kelengkapan sesuai. Game nya seru!. gaming terbaik.. Untuk kesekian kalinya beli dsni yang tentu aj selalu Memuaskan, Memuaskan dan Memuaskan... Intinya Seller : Responsif (Seller yang Ramah, Komunikatif bgt dah), Packing jg rapi bgt (Proteksi Untuk Pengiriman Sangat Terjaga), Barang yang Sesuai (Original Dong Pastinya), Proses Pengiriman yang Cepat, Terus Dapet lagi bonus Tumbler nya Luar Biasa Sekali, Thanks yh gan... Buat Lo Pada yang mau beli dsni, langsung aj, gk ush ragu2, sangat Recomended sekali, tidak akan Mengecewakan... Perfect, Mantap, Top Markotop, The Best Of The Best... Sekali lagi Thanks yh gan, Sukses Selalu dah ????????????????????????????",lengkap sesuai game nya seru gaming sekian kali beli muas muas muas inti seller responsif seller ramah komunikatif banget packing rapi banget proteksi kirim jaga barang sesuai original proses kirim cepat bonus tumbler nya terima kasih juragan beli langsung uh ragu2 recomended kecewa perfect mantap top markotop the best of the best terima kasih juragan sukses
Positive,"barang bagus dan berkualitas, admin ramah dan jujur top pokoknya",barang bagus kualitas admin ramah jujur top pokok
Positive,Barang sesuai & cepat sampai,barang sesuai cepat
Positive,"mantap bgt.....aroma rasa bkn sekedar isu...mantul dn mempesona,rasa pas di lidah dn irit d kantong,makasih gan.",mantap bgtaroma isumantul mempesonarasa pas lidah irit kantongmakasih juragan
Positive,selalu terbaik. barang dan pelayannya memuaskan as always.,barang layan muas as always
Positive,pengirimannya cepat rapi makasih,kirim cepat rapi terima kasih
Positive,"Airnya segar dan tekanannya pas. Foto sesuai barang. Worth it banget 60ribu, memang layak jadi no 1 terlaris",air segar tekan pas foto sesuai barang worth it banget 60ribu layak no 1 laris
Positive,Material Produk Bagus. Produk Sesuai. Kualitas Produk Bagus. Produk Original.,material produk bagus produk sesuai kualitas produk bagus produk original
Positive,"bagus produknya, fast delivery. thank you seller ^^",bagus produk fast delivery terima kasih seller
Positive,masker nyaman dipakainya tidak sesak .....bagus,masker nyaman pakai sesak bagus
Positive,bagus dan cepat,bagus cepat
Positive,Sesuai harga,sesuai harga
Positive,penjual responsive. barang sampai dengan selamat. sudah berkali2 order disini untuk saya bawa ke turki ka. terimakasih ya ka,jual responsive barang selamat kali kali order bawa turki kakak terima kasih kakak
Positive,Produk sudah diterima dan dicek sesuai dengan deskripsi dan gambar. Produk sudah dites / dicoba dan dapat berfungsi baik.,produk terima cek sesuai deskripsi gambar produk tes coba fungsi
Positive,produk ok. cuman teksturnya terlalu kasar. overall Positive. thanks seller,produk oke tekstur kasar overall positif terima kasih seller
Positive,Kualitas bahan mantap ??. Dijamin Termurah. Berfungsi dengan baik.,kualitas bahan mantap jamin murah fungsi
Positive,Produk original ??. Nyaman dipakai ??. Dijamin Termurah.,produk original nyaman pakai jamin murah
Positive,Gampang dipakai. Tekstur empuk.,gampang pakai tekstur empuk
Positive,Mantap sesuai deskripsi. Terimakasih,mantap sesuai deskripsi terima kasih
Positive,"pengiriman cepat, produk nyaman buat dipakai dirumah.",kirim cepat produk nyaman pakai rumah
Positive,Senang sekali... karena sekarang untuk produk ini packingnya tidak dilakban lakban lagi. Sudah dimasukkan plastik per 5 pack.,senang produk packingnya dilakban lakban masuk plastik 5 pack
Positive,puas..??????,puas
Positive,"celemekny dah Dateng,packing hanya diberi kertas amplom coklat, pengiriman cepat",celemekny datengpacking kertas amplom coklat kirim cepat
Positive,"Selalu puas belanja disini, udah ketiga kalinya beli disini. Pengiriman cepat, respon cepat.",puas belanja kali beli kirim cepat respon cepat
Positive,Bahan menyerap keringat. Ringan dipakai,bahan serap keringat ringan pakai
Positive,"bagus, sesuai deskripsi, pelayanan cepqt, order lsg kirim, terima kasih",bagus sesuai deskripsi layan cepqt order langsung kirim terima kasih
Positive,Terima kasih telah menjual Seruling Yamaha Ori dan barang cepat tiba dalam keadaan baik.,terima kasih jual seruling yamaha orisinal barang cepat
Positive,Kualitas produk bagus ??. Desainnya cantik ??. Warnanya cantik ??.,kualitas produk bagus desain cantik warna cantik
Positive,Pengiriman cepat. barang lumayan,kirim cepat barang lumayan
Positive,Barangnya original ??. Gampang dipakai. Ada garansi resmi. Penjualnya ramah banget.,barang original gampang pakai garansi resmi jual ramah banget
Positive,"barang sesuai, packing aman, cepat sampai.",barang sesuai packing aman cepat
Positive,"Recommended!. Barang sesuai, seller gercep, pengemasan mantap banget",recommended barang sesuai seller gerak cepat emas mantap banget
Positive,"pengiriman cepat, barangnya oke ?? Sesuai Deskripsi. terimakasih.",kirim cepat barang oke sesuai deskripsi terima kasih
Positive,"dari dulu emang suka dg efek 'nyesss ... adem' pakai sabun ini. apalagi sdg promo beli 2 dapat 3. brg terbungkus rapi dg bubble wrap, aman sampai diterima.",suka efek nyes adem pakai sabun promo beli 2 3 barang bungkus rapi bubble wrap aman terima
Positive,mantapppp fast delivery !!!! langganan trs tiap bulan ????????,mantap fast delivery langgan
Positive,bagus strap nya...seller jg krmnya cepat,bagus strap nyaseller krmnya cepat
Positive,"cuma penyok penyok doang , sisanya bagus kok",penyok penyok doang sisa bagus
Positive,Fast response. Produk bagus sesuai pesanan. Pengiriman cepat 1hr,fast response produk bagus sesuai pesan kirim cepat 1hr
Positive,Ada garansi resmi. Kelengkapan sesuai. Kemasan disegel. Spesifikasi sesuai .,garansi resmi lengkap sesuai kemas segel spesifikasi sesuai
Positive,Kualitas Product Bagus. Material bagus. Harga terjangkau!. Recomended.,kualitas produk bagus material bagus harga jangkau recomended
Positive,"barang sampai dengan selamat, jumlahnya pas, motifnya bener bener random jadi pas untuk dijadiin bingkisan. bahannya tipis tapi bagus ??",barang selamat pas motif random pas bingkis bahan tipis bagus
Positive,"Untuk barangnya sangat berkualitas, akan tetapi pengirimnya yang agak lama, terima kasih.",barang kualitas kirim terima kasih
Positive,"pengiriman cepat, packaging nya okeee banget, isinya sesuai, ga gampang macet pas dipakai, pokonya bagusss bangettt terima kasih joyko????",kirim cepat packaging nya oke banget isi sesuai gampang macet pas pakai pokok bagus banget terima kasih joyko
Positive,barang yang dikirim mantapp.. bahannya tebal dan tahan air.. cocok utk di air.. seller juga fast respon.. thx u,barang kirim mantap bahan tebal tahan air cocok air seller fast respon terima kasih
Positive,order yang ketiga. gercep. barang oke. pelayanan juga oke,order gerak cepat barang oke layan oke
Positive,"pengiriman cepat, packingan double. barang mantab. lgsg di coba n maknyus.. top dah",kirim cepat packingan double barang mantap langsung coba maknyus top
Positive,Seller ramah dan fast response. Packaging rapih dan kualitas kaos ok ?? bakal beli lagi ??,seller ramah fast response packaging rapi kualitas kaos oke beli
Positive,"respon cepat, gosend ke Pamulang cepat, dapat diandalkan tepat saat dibutuhkan, kualitas okeee bgt untuk harga segitu, hasil juga cukup memuaskan, thank youuu",respon cepat gosend pamulang cepat andal butuh kualitas oke banget harga hasil muas terima kasih you
Positive,barangnya bagus sesuai pesanan,barang bagus sesuai pesan
Positive,Jahitan rapi.,jahit rapi
Positive,Produk sesuai deskripsi??. Variasi produk beragam. Berfungsi dengan baik.,produk sesuai deskripsi variasi produk agam fungsi
Positive,Bahannya adem.,bahan adem
Positive,good Ban jadi hitam kembali! Mantap.,good ban hitam mantap
Positive,"bahan dan model bagus, hanya saja size terlalu kecil udah up 1 size masih ngepas .Modelnya kekinian.",bahan model bagus size up 1 size ngepas model
Positive,"respon chat cepat,recomended seller,packing rapi",respon chat cepatrecomended sellerpacking rapi
Positive,"pengiriman sangat cepat, masker jahitannya rapi dan bahan kain baik",kirim cepat masker jahit rapi bahan kain
Positive,Harganya ok banget dengan keiritan solution tineco ini. Lantai jd keset bersih dan wanginya ga lebay. Mantap,harga oke banget irit solution tineco lantai keset bersih wangi lebay mantap
Positive,cepet pengiriman nya....bahannya lumayan tebel.. mudah2an nyerap keringet,cepat kirim nyabahannya lumayan tebal mudah mudah serap keringet
Positive,Mantap Banget. Best price dan pelayanan sangat responsif. Thumbs up!,mantap banget best price layan responsif thumbs up
Positive,Barang sesuai pesanan dan dikirim cepat,barang sesuai pesan kirim cepat
Positive,"Produk diterma dengan baik, pengirimannya juga luar biasa cepat, dicoba juga pas banget untuk nintendonya.",produk diterma kirim cepat coba pas banget nintendonya
Positive,"Barang sesuai pesanan, diantar sesuai waktu yg dijanjikan, recommended seller!",barang sesuai pesan sesuai janji recommended seller
Positive,DS sukses Terima kasih atas kerjasamanya Sist,ds sukses terima kasih kerjasamanya sist
Positive,"Seller responsif, barang cukup baik dan sesuai harga. Bisa dilihat antar sambungannya kurang pas, saran saya beli warna gelap agar sela2 sambungan matras tidak tampak. overall saya cukup puas kok. thx seller ??",seller responsif barang sesuai harga lihat sambung pas saran beli warna gelap sela2 sambung matras overall puas terima kasih seller
Positive,"packaging aman banget, proses cepet. thankyou",packaging aman banget proses cepat thankyou
Positive,produknya dipaketkan dengan rapi dan tidak ada cacat. Recommended,produk paket rapi cacat recommended
Positive,"Maaf br review skr, barang sesuai & lsg dipakai gk ada masalah....seller nya cepet ngerespon nya, yg pasti remote nya keren & recomended banget..tks",maaf review barang sesuai langsung pakai masalahseller nya cepat respons nya remote nya keren recomended bangettks
Positive,"waw murah bangetttt, packingnya rapih, produknya bagus keren mantap. sangat uhuuy pisan deh pokoknya hehehehehe",wow murah banget packingnya rapi produk bagus keren mantap uhuuy banget deh pokok hehe
Positive,Packaging rapi. Gampang dipakai. Desainnya elegan ?. Ada baret dikit tp masi ok lah overall,packaging rapi gampang pakai desain elegan baret oke overall
Positive,"wih mantap betul sellernya, aku pesen siang menjelang sore langsung sat set sat set tiba2 malemnya udah sampe ???? makasih seller !!",wih mantap jual pesan siang jelang sore langsung sat set sat set malemnya terima kasih seller
Positive,Nyaman dipakai ?. Jamnya bagus banget. Warnanya cantik ??. Produk sesuai dengan foto.,nyaman pakai jam bagus banget warna cantik produk sesuai foto
Positive,"mantap, terima kasih seller. order kemarin sore, 24 jam sudah tiba k daerah garut. barang sesuai deskripsi",mantap terima kasih seller order kemarin sore 24 jam k daerah garut barang sesuai deskripsi
Positive,Penjualnya ramah . Respon penjualnya bagus.Proses pesanan cepat.,jual ramah respon jual bagusproses pesan cepat
Positive,Hand sanitizernya oke banget. Wanginya enak & bikin tangan jadi halus abis dipakai. Semoga pas kulitku lagi sensitif ga bikin sakit ??,hand sanitizernya oke banget wangi enak bikin tangan halus habis pakai moga pas kulit sensitif bikin sakit
Positive,barang sesuai dan datang dengan selamat,barang sesuai selamat
Positive,"Respon seller OK.Packaging rapih. Pesanan sesuai. Kukisnya enak teksturnya pas, hanya masih kemanisan mnrt sy. Kalau dikurangi sedikit manisnya lebih ok ??????",respon seller okpackaging rapi pesan sesuai kuk enak tekstur pas manis rang manis oke
Positive,packaging rapi shg lilin datang tetap utuh response penjual cpt,packaging rapi lilin utuh response jual cepat
Positive,Lampunya terang!. Pancaran cahaya lampu yg baik. Produk original ??. langsung pasang tinggal liat cahaya mlm gmn!!!,lampu terang pancar cahaya lampu produk original langsung pasang tinggal lihat cahaya malam
Positive,original pengemasan dan pengiriman standar.. siiiipplll,original emas kirim standar sippl
Positive,barangnya bagus sesuai dengan harapan saya.. terima kasih,barang bagus sesuai harap terima kasih
Positive,"barang cepet pengirimanya, sesuai pesanan",barang cepat pengirimanya sesuai pesan
Positive,"respon penjual cepat, pengiriman cepat dankemasan rapih",respon jual cepat kirim cepat dankemasan rapi
Positive,Terimakasih paketnya sudah saya terima.... sukses terus ya,terima kasih paket terima sukses
Positive,"barang aman diterima, yg paling seneng wanginya enak banget ??",barang aman terima senang wangi enak banget
Positive,"Packingnya BEST banget deh pokoknya aman. Kotak juga di double in, ada sterofoam didalam kotak jadi botol aman.",packingnya best banget deh pokok aman kotak double in sterofoam kotak botol aman
Positive,"Barang sudah diterima sesuai deskripsi, repon cepat, paking bagus, terima kasih",barang terima sesuai deskripsi repon cepat paking bagus terima kasih
Positive,Jahitan rapi. Warnanya cantik ??. Mudah dibentuk.,jahit rapi warna cantik mudah bentuk
Positive,Barang kondisi diterima baik dan aman. Saran aja mohon lebih cepat proses kirim nya dan klo di chat jgn respon nya lama sekali. Tks,barang kondisi terima aman saran mohon cepat proses kirim nya chat respon nya tks
Positive,"AIRO ini punya customer service yang super duper bagus, kapanpun saya punya pertanyaan, mereka selalu jawab dengan okey! Produknya pun bagus! Puas banget! Love AIRO??",airo customer service super duper bagus okey produk bagus puas banget love airo
Positive,"barang sesuai pesanan,pengiriman cepat,pengemasan sangat bagus,bubble wrap tebal????",barang sesuai pesananpengiriman cepatpengemasan bagusbubble wrap tebal
Positive,bagus banget mainan nya anak2 aku suka,bagus banget main nya anak anak suka
Positive,mmmaaaannnnttttaaapppp.....,mantap
Positive,"Pelayanan cpt, packing rapi, pokokny toko ini the best deh..??",layan cepat packing rapi pokok toko the best deh
Positive,"baru juga dipesan langsung di proses,penjual ramah beyblade berputar kencang seperti dan juga harga lebih murah dari toko laen",pes langsung prosespenjual ramah beyblade putar kencang harga murah toko
Positive,"plastiknya cukup tebal, desainnya keliatan cukup kokoh. Langsung dipakai utk zoom. hape stabil. mudah2an awet.",plastik tebal desain lihat kokoh langsung pakai zoom telepon genggam stabil mudah mudah awet
Positive,"Waktu dites pake tongkat, jepretannya mantep bgt. Cuma pas beneran dikasi umpan buat tikus, setelah semalem, umpannya ngilang, tapi ga ada tikus yg ketangkep",tes pakai tongkat jepret mantap banget pas kasih umpan tikus malam umpan hilang tikus ketangkep
Positive,Cantik Banget,cantik banget
Positive,Mantap keren. Cuma harus colok listrik kalau mau pakai fitur always-on. Kalau pake batre (AAA 3biji) harus dipencet dulu baru nyala,mantap keren colok listrik pakai fitur alwayson pakai baterai a 3biji pencet nyala
Positive,"Mantap hijau terang, cuman sayang agak kelipet kotak kotak jadinya... Gatau cara ngelurusinnya gimana, disetrika kayaknya lengket",mantap hijau terang sayang kelipet kotak kotak tau ngelurusinnya setrika kayak lengket
Positive,Ada shimmer ?. Cocok buat warm tone.,shimmer cocok warm tone
Positive,barang bagus sesuai dengan gambar,barang bagus sesuai gambar
Positive,Mantap ori,mantap orisinal
Positive,mantap wangi nya segerrr,mantap wangi nya seger
Positive,"Semua fitur berfungsi baik. hanya sayangnya ada beberapa bagian tripod yg penyok dan ada bagian kaca ringlight yg retak. mungkin pas pengiriman ya. tapi overall, alat berfungsi dengan baik??",fitur fungsi sayang tripod penyok kaca ringlight retak pas kirim overall alat fungsi
Positive,Sesuai deskripsi� seller gercep & interaktif� rekomended �,sesuai deskripsi seller gerak cepat interaktif rekomended
Positive,bagus.. sesuai deskripsi,bagus sesuai deskripsi
Positive,Ukuran sesuai. Bahannya tebal. Packaging-nya rapi. Respon penjualnya top.,ukur sesuai bahan tebal packagingnya rapi respon jual top
Positive,respon cepat sangat memuaskan,respon cepat muas
